Situacao	Var_Desconto	Descricao	Codigo	Preco_Original	Preco_A_Vista	Preço_A_Credito	Parcela	Valor_Parcela	Produto	Desconsiderar	Desmembrar	Avaliacao
		Sousplat Natal - 6 Peças - Com Base	Cód. 1567204954	R$ 73,65cada					jogos-americanos			
		Sousplat Estampa Bamboo Finos Impressa Tecido Microfibra - 2	Cód. 1567204932	R$ 24,56cada					jogos-americanos			
		Sousplat Natal - 12 Peças - Com Base	Cód. 1567204968	R$ 147,36cada					jogos-americanos			
		Sousplat Natal - 12 Peças - Com Base	Cód. 1567205193	R$ 147,36cada					jogos-americanos			
		Sousplat Estampa Tijolinhos Impressa Tecido Microfibra - 12 P...	Cód. 1567208735	R$ 147,36cada					jogos-americanos			
		Sousplat Natal - 6 Peças - Com Base	Cód. 1567205105	R$ 73,65cada					jogos-americanos			
		Sousplat Natal - 4 Peças - Com Base	Cód. 1567205314	R$ 49,10cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Com Base	Cód. 1567205368	R$ 24,55cada					jogos-americanos			
		Sousplat Natal - 6 Peças - Com Base	Cód. 1567205405	R$ 73,65cada					jogos-americanos			
		Sousplat Natal - 12 Peças - Com Base	Cód. 1567205417	R$ 147,36cada					jogos-americanos			
		Sousplat Natal - 6 Peças - Sem Base	Cód. 1567205362	R$ 46,35cada					jogos-americanos			
		Sousplat Estampa Tijolinhos Impressa Tecido Microfibra - 4 Pe...	Cód. 1567208731	R$ 49,12cada					jogos-americanos			
		Sousplat Rosas - 4 Peças - Com Base	Cód. 1567208738	R$ 49,12cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Com Base	Cód. 1567205292	R$ 24,55cada					jogos-americanos			
		Sousplat Natal - 12 Peças - Com Base	Cód. 1567205001	R$ 147,36cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Com Base	Cód. 1567205383	R$ 24,55cada					jogos-americanos			
		Sousplat Natal - 12 Peças - Com Base	Cód. 1567205291	R$ 147,36cada					jogos-americanos			
		Sousplat Tropical Banana - 1 Peça - Sem Base	Cód. 1567205327	R$ 7,71cada					jogos-americanos			
		Sousplat Flamingo E Borboleta - 12 Peças - Com Base	Cód. 1567205309	R$ 147,36cada					jogos-americanos			
		Sousplat Natal - 18 Peças - Com Base	Cód. 1567205406	R$ 221,40cada					jogos-americanos		2x de R$ 110,70 s/juros	
		Sousplat Tropical Melancia - 4 Peças - Sem Base	Cód. 1567205396	R$ 30,87cada					jogos-americanos			
		Sousplat Natal - 4 Peças - Com Base	Cód. 1567205408	R$ 49,10cada					jogos-americanos			
		Sousplat Rosas - 2 Peças - Sem Base	Cód. 1567208745	R$ 15,45cada					jogos-americanos			
		Sousplat Estampa Tijolinhos Impressa Tecido Microfibra - 6 Pe...	Cód. 1567208732	R$ 46,31cada					jogos-americanos			
		Sousplat Natal - 4 Peças - Com Base	Cód. 1567205278	R$ 49,10cada					jogos-americanos			
		Sousplat Estampa Bamboo Finos Impressa Tecido Microfibra - 4	Cód. 1567205298	R$ 49,12cada					jogos-americanos			
		Sousplat Para Jantar - Sg-1647	Cód. 1567204971	R$ 76,72cada					jogos-americanos			
		Sousplat Para Jantar - Sg-1654	Cód. 1567205035	R$ 52,70cada					jogos-americanos			
		Sousplat Flores - 2 Peças - Sem Base	Cód. 1567204987	R$ 15,45cada					jogos-americanos			
		Sousplat Natal - 4 Peças - Com Base	Cód. 1567204943	R$ 49,10cada					jogos-americanos			
		Sousplat Bananeira - 4 Peças - Com Base	Cód. 1567205049	R$ 49,12cada					jogos-americanos			
		Sousplat Indiano - 4 Peças - Sem Base	Cód. 1567204910	R$ 30,87cada					jogos-americanos			
		Sousplat Bananeira - 12 Peças - Com Base	Cód. 1567204926	R$ 147,36cada					jogos-americanos			
		Sousplat Natal - 4 Peças - Com Base	Cód. 1567205006	R$ 49,10cada					jogos-americanos			
		Sousplat Natal - 4 Peças - Com Base	Cód. 1567205089	R$ 49,10cada					jogos-americanos			
		Sousplat Natal - 12 Peças - Com Base	Cód. 1567205072	R$ 147,36cada					jogos-americanos			
		Sousplat Natal - 6 Peças - Com Base	Cód. 1567205082	R$ 73,65cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Com Base	Cód. 1567205171	R$ 24,55cada					jogos-americanos			
		Sousplat Tropical Banana - 2 Peças - Com Base	Cód. 1567205112	R$ 24,56cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Com Base	Cód. 1567205139	R$ 24,55cada					jogos-americanos			
		Sousplat Natal - 6 Peças - Com Base	Cód. 1567205170	R$ 73,65cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Com Base	Cód. 1567205269	R$ 24,55cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Com Base	Cód. 1567205241	R$ 24,55cada					jogos-americanos			
		Sousplat Folhagens - 2 Peças - Sem Base	Cód. 1567205205	R$ 15,45cada					jogos-americanos			
		Sousplat Beija Flor - 2 Peças - Sem Base	Cód. 1567205329	R$ 15,45cada					jogos-americanos			
		Sousplat Natal - 12 Peças - Com Base	Cód. 1567205388	R$ 147,36cada					jogos-americanos			
		Sousplat Estampa Bamboo Finos Impressa Tecido Microfibra - 12...	Cód. 1567205237	R$ 92,62cada					jogos-americanos			
		Sousplat Natal - 12 Peças - Com Base	Cód. 1567205220	R$ 147,36cada					jogos-americanos			
		Sousplat Natal - 6 Peças - Com Base	Cód. 1567205253	R$ 73,65cada					jogos-americanos			
		Sousplat Estampa Palha Impressa Tecido Microfibra - 2 Peças -...	Cód. 1567205332	R$ 24,56cada					jogos-americanos			
		Sousplat Natal - 4 Peças - Com Base	Cód. 1567204960	R$ 49,10cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Com Base	Cód. 1567204996	R$ 24,55cada					jogos-americanos			
		Sousplat Natal - 4 Peças - Com Base	Cód. 1567205038	R$ 49,10cada					jogos-americanos			
		Sousplat Natal - 4 Peças - Com Base	Cód. 1567205037	R$ 49,10cada					jogos-americanos			
		Sousplat Fundo Do Mar - 6 Peças - Com Base	Cód. 1567205054	R$ 73,68cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Com Base	Cód. 1567204951	R$ 24,55cada					jogos-americanos			
		Sousplat Bananeira - 2 Peças - Com Base	Cód. 1567204981	R$ 24,56cada					jogos-americanos			
		Sousplat Natal - 4 Peças - Com Base	Cód. 1567204998	R$ 49,10cada					jogos-americanos			
		Sousplat Palmeira - 1 Peça - Sem Base	Cód. 1567205088	R$ 7,71cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Com Base	Cód. 1567205122	R$ 24,55cada					jogos-americanos			
		Sousplat Natal - 4 Peças - Com Base	Cód. 1567205174	R$ 49,10cada					jogos-americanos			
		Sousplat Palmeira - 12 Peças - Sem Base	Cód. 1567205200	R$ 92,62cada					jogos-americanos			
		Sousplat Natal - 12 Peças - Com Base	Cód. 1567205322	R$ 147,36cada					jogos-americanos			
		Sousplat Estampa Palha Impressa Tecido Microfibra - 1 Peça -	Cód. 1567205090	R$ 7,71cada					jogos-americanos			
		Sousplat Estampa Ratã Impressa Tecido Microfibra - 12 Peças -...	Cód. 1567205154	R$ 92,62cada					jogos-americanos			
		Sousplat Natal - 12 Peças - Com Base	Cód. 1567205320	R$ 147,36cada					jogos-americanos			
		Sousplat Indiano - 1 Peças - Sem Base	Cód. 1567205239	R$ 7,71cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Com Base	Cód. 1567205243	R$ 24,55cada					jogos-americanos			
		Sousplat Estampa Ratã Impressa Tecido Microfibra - 4 Peças -	Cód. 1567204917	R$ 49,12cada					jogos-americanos			
		Sousplat Natal - 12 Peças - Com Base	Cód. 1567205056	R$ 147,36cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Sem Base	Cód. 1567555453	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Azulejo Colorido - 2 Peças - Sem Base	Cód. 1567555414	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Melancia - 12 Peças - Sem Base	Cód. 1567555440	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Turco - 1 Peça - Sem Base	Cód. 1567555472	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Papagaio - 12 Peças - Com Base	Cód. 1567555298	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Turco - 2 Peças - Sem Base	Cód. 1567555479	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Marine 1 - 2 Peças - Com Base	Cód. 1567555476	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Gucci - 1 Peça - Sem Base	Cód. 1567555463	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Kiwi - 2 Peças - Com Base	Cód. 1567555497	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Gucci - 2 Peças - Sem Base	Cód. 1567555502	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Flores Amarelo - 1 Peça - Sem Base	Cód. 1567532238	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Poá Verde - 1 Peça - Sem Base	Cód. 1567532241	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Poá Azul - 12 Peças - Com Base	Cód. 1567532228	(0)					jogos-americanos		R$ 147,36cada	
		Kit 2 Jogo Americano + 2 Guardanapos Love Cinza	Cód. 1567544454	(0)					jogos-americanos		R$ 39,00cada	
		Sousplat Tiffanny Butterfly - 6 Peças - Sem Base	Cód. 1567532262	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Tiffanny Butterfly - 12 Peças - Com Base	Cód. 1567532257	(0)					jogos-americanos		R$ 147,36cada	
		Kit 2 Capas Sousplat + 2 Guardanapos Love Magic	Cód. 1567544519	(0)					jogos-americanos		R$ 33,86cada	
		Kit 2 Jogo Americano + 2 Guardanapos Por Onde For	Cód. 1567544508	(0)					jogos-americanos		R$ 39,00cada	
		Sousplat Animal - 12 Peças - Sem Base	Cód. 1567544452	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Poá Amarelo - 6 Peças - Com Base	Cód. 1567532232	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Flores Branco - 6 Peças - Sem Base	Cód. 1567532277	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Flores Azul - 4 Peças - Com Base	Cód. 1567532278	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Flores Rosa - 12 Peças - Com Base	Cód. 1567532287	(0)					jogos-americanos		R$ 147,36cada	
		Kit 2 Sousplat Com Base + 2 Guardanapos I Love You	Cód. 1567544436	(0)					jogos-americanos		R$ 42,76cada	
		Sousplat Praia - 12 Peças - Sem Base	Cód. 1567544491	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Flores Cinza - 4 Peças - Com Base	Cód. 1567544579	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Palmeiras - 2 Peças - Com Base	Cód. 1567544561	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Poá Cinza - 4 Peças - Com Base	Cód. 1567544552	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Palmeiras - 6 Peças - Com Base	Cód. 1567544580	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Poá Lilás - 1 Peça - Sem Base	Cód. 1567532222	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Poá Lilás - 2 Peças - Com Base	Cód. 1567532226	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Tiffanny Butterfly - 1 Peça - Sem Base	Cód. 1567532263	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Churrasco Bege - 2 Peças - Com Base	Cód. 1567555288	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Turco - 4 Peças - Sem Base	Cód. 1567555289	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Melancia - 6 Peças - Com Base	Cód. 1567555254	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Frutas - 2 Peças - Com Base	Cód. 1567556946	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Marine 1 - 4 Peças - Sem Base	Cód. 1567555267	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Summer - 2 Peças - Sem Base	Cód. 1567556967	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Coroa - 6 Peças - Sem Base	Cód. 1567556991	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Melancia Picolé - 6 Peças - Sem Base	Cód. 1567557014	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Good Vibes - 2 Peças - Sem Base	Cód. 1567556993	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Lhama 2 - 2 Peças - Sem Base	Cód. 1567555327	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Lhama - 2 Peças - Sem Base	Cód. 1567555370	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Laranja - 1 Peça - Sem Base	Cód. 1567556951	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Abacaxi Verde - 6 Peças - Com Base	Cód. 1567556957	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Abacaxi Verde - 2 Peças - Com Base	Cód. 1567556988	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Abacaxi Verde - 2 Peças - Sem Base	Cód. 1567557010	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Abelhas - 6 Peças - Com Base	Cód. 1567555282	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Flamingo Chevron - 4 Peças - Com Base	Cód. 1567555257	(0)					jogos-americanos		R$ 49,12cada	
		Kit 2 Sousplat Com Base + 2 Guardanapos Arvore Amor	Cód. 1567555280	(0)					jogos-americanos		R$ 42,76cada	
		Sousplat Sereia - 2 Peças - Com Base	Cód. 1567555290	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Tucanos - 6 Peças - Com Base	Cód. 1567555344	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Gucci - 12 Peças - Com Base	Cód. 1567555434	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Adão Chevron - 4 Peças - Sem Base	Cód. 1567555338	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Abelhas - 12 Peças - Sem Base	Cód. 1567555307	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Coqueiros - 6 Peças - Sem Base	Cód. 1567555424	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Melancia - 4 Peças - Sem Base	Cód. 1567555508	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Lhama 2 - 4 Peças - Com Base	Cód. 1567555418	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Papagaio - 6 Peças - Com Base	Cód. 1567555428	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Churrasco Preto - 4 Peças - Sem Base	Cód. 1567555467	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Kiwi - 6 Peças - Com Base	Cód. 1567555475	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Churrasco Vermelho - 12 Peças - Com Base	Cód. 1567555528	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Churrasco Preto - 12 Peças - Com Base	Cód. 1567555436	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Natal - 2 Peças - Sem Base	Cód. 1567555308	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Floral - 6 Peças - Com Base	Cód. 1567555331	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Turco - 6 Peças - Sem Base	Cód. 1567555364	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Abelhas - 2 Peças - Com Base	Cód. 1567555358	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Girassol - 6 Peças - Sem Base	Cód. 1567555410	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Lhama 2 - 1 Peça - Sem Base	Cód. 1567555382	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Floral - 2 Peças - Com Base	Cód. 1567555369	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Coqueiros - 2 Peças - Com Base	Cód. 1567555499	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Coqueiros - 12 Peças - Com Base	Cód. 1567555480	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Natal - 6 Peças - Sem Base	Cód. 1567219021	(0)					jogos-americanos		R$ 46,35cada	
		Sousplat Natal - 2 Peças - Sem Base	Cód. 1567218586	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Natal - 1 Peça - Sem Base	Cód. 1567218601	(0)					jogos-americanos		R$ 7,73cada	
		Sousplat Natal - 1 Peça - Sem Base	Cód. 1567218588	(0)					jogos-americanos		R$ 7,73cada	
		Lugar Americano De Tule - Jt-0954	Cód. 1567218960	(0)					jogos-americanos		R$ 129,38cada	
		Sousplat Natal - 8 Peças - Sem Base	Cód. 1567218997	(0)					jogos-americanos		R$ 61,75cada	
		Sousplat Natal - 12 Peças - Sem Base	Cód. 1567218934	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Borboleta Azul/preto - 6 Peças - Com Base	Cód. 1567588318	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Borboleta Azul/preto - 1 Peça - Sem Base	Cód. 1567588325	(0)					jogos-americanos		R$ 7,83cada	
		Sousplat Por Onde For - 8 Peças - Sem Base	Cód. 1567588435	(0)					jogos-americanos		R$ 62,64cada	
		Sousplat Borboleta Azul/preto - 2 Peças - Com Base	Cód. 1567588330	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Borboleta Azul/preto - 8 Peças - Sem Base	Cód. 1567588341	(0)					jogos-americanos		R$ 62,64cada	
		Sousplat Burger Black - 4 Peças - Sem Base	Cód. 1567588342	(0)					jogos-americanos		R$ 31,32cada	
		Sousplat Hot Dog Black - 12 Peças - Com Base	Cód. 1567588347	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Tucanos 2 - 2 Peças - Sem Base	Cód. 1567555271	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Girassol - 12 Peças - Sem Base	Cód. 1567555273	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Cílios - 4 Peças - Com Base	Cód. 1567555313	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Lhama 2 - 12 Peças - Sem Base	Cód. 1567555321	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Girassol - 4 Peças - Sem Base	Cód. 1567555413	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Xadrez Vermelho - 1 Peça - Sem Base	Cód. 1567555322	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Flamingo Chevron - 6 Peças - Sem Base	Cód. 1567555368	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Cactos Listras - 4 Peças - Sem Base	Cód. 1567555355	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Melancia - 4 Peças - Com Base	Cód. 1567555353	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Kiwi - 12 Peças - Com Base	Cód. 1567555379	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Gucci - 2 Peças - Com Base	Cód. 1567555372	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Flamingo Chevron - 2 Peças - Sem Base	Cód. 1567555420	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Coqueiros - 1 Peça - Sem Base	Cód. 1567555455	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Kiwi - 4 Peças - Sem Base	Cód. 1567555421	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Papagaio - 4 Peças - Com Base	Cód. 1567555407	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Girassol - 6 Peças - Com Base	Cód. 1567555422	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Ancora - 4 Peças - Com Base	Cód. 1567555449	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Natal - 2 Peças - Sem Base	Cód. 1567555450	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Marine 1 - 4 Peças - Com Base	Cód. 1567555493	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Abelhas 2 - 2 Peças - Sem Base	Cód. 1567555468	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Natal - 1 Peça - Sem Base	Cód. 1567555495	(0)					jogos-americanos		R$ 7,73cada	
		Sousplat Borboletas - 12 Peças - Com Base	Cód. 1567555523	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Tucanos - 1 Peça - Sem Base	Cód. 1567555377	R$ 7,71cada					jogos-americanos			
		Sousplat Tucanos 2 - 6 Peças - Sem Base	Cód. 1567555334	R$ 46,31cada					jogos-americanos			
		Sousplat Flamingo Chevron - 2 Peças - Com Base	Cód. 1567555367	R$ 24,56cada					jogos-americanos			
		Sousplat Melancia - 4 Peças - Com Base	Cód. 1567555353	R$ 49,12cada					jogos-americanos			
		Sousplat Kiwi - 12 Peças - Com Base	Cód. 1567555379	R$ 147,36cada					jogos-americanos			
		Sousplat Gucci - 2 Peças - Com Base	Cód. 1567555372	R$ 24,56cada					jogos-americanos			
		Sousplat Flamingo Chevron - 2 Peças - Sem Base	Cód. 1567555420	R$ 15,45cada					jogos-americanos			
		Sousplat Coqueiros - 1 Peça - Sem Base	Cód. 1567555455	R$ 7,71cada					jogos-americanos			
		Sousplat Kiwi - 4 Peças - Sem Base	Cód. 1567555421	R$ 30,87cada					jogos-americanos			
		Sousplat Papagaio - 4 Peças - Com Base	Cód. 1567555407	R$ 49,12cada					jogos-americanos			
		Sousplat Ancora - 4 Peças - Com Base	Cód. 1567555449	R$ 49,12cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Sem Base	Cód. 1567555450	R$ 15,45cada					jogos-americanos			
		Sousplat Marine 1 - 4 Peças - Com Base	Cód. 1567555493	R$ 49,12cada					jogos-americanos			
		Sousplat Abelhas 2 - 2 Peças - Sem Base	Cód. 1567555468	R$ 15,45cada					jogos-americanos			
		Sousplat Tucano Folhas - 2 Peças - Sem Base	Cód. 1567555505	R$ 15,45cada					jogos-americanos			
		Sousplat Xadrez Vermelho - 12 Peças - Sem Base	Cód. 1567555511	R$ 92,62cada					jogos-americanos			
		Sousplat Lhama 2 - 4 Peças - Sem Base	Cód. 1567555518	R$ 30,87cada					jogos-americanos			
		Sousplat Pássaros - 4 Peças - Com Base	Cód. 1567555525	R$ 49,12cada					jogos-americanos			
		Sousplat Melancia Picolé - 2 Peças - Com Base	Cód. 1567556986	R$ 24,56cada					jogos-americanos			
		Sousplat Natal - 1 Peça - Sem Base	Cód. 1567555495	R$ 7,73cada					jogos-americanos			
		Sousplat Borboletas - 12 Peças - Com Base	Cód. 1567555523	R$ 147,36cada					jogos-americanos			
		Sousplat Hot Dog Black - 12 Peças - Sem Base	Cód. 1567588346	R$ 93,96cada					jogos-americanos			
		Sousplat Borboleta Azul/preto - 4 Peças - Com Base	Cód. 1567588323	R$ 49,12cada					jogos-americanos			
		Sousplat Borboleta Azul/preto - 4 Peças - Sem Base	Cód. 1567588312	R$ 31,32cada					jogos-americanos			
		Sousplat Burger Black - 4 Peças - Com Base	Cód. 1567588329	R$ 49,12cada					jogos-americanos			
		Sousplat Por Onde For - 1 Peça - Sem Base	Cód. 1567588445	R$ 7,83cada					jogos-americanos			
		Sousplat Festa Junina - 4 Peças - Sem Base	Cód. 1567588441	R$ 31,32cada					jogos-americanos			
		Sousplat Festa Junina - 6 Peças - Sem Base	Cód. 1567588452	R$ 46,98cada					jogos-americanos			
		Sousplat Burger Black - 12 Peças - Sem Base	Cód. 1567588319	R$ 93,96cada					jogos-americanos			
		Sousplat Borboleta Azul/preto - 12 Peças - Com Base	Cód. 1567588340	R$ 147,36cada					jogos-americanos			
		Sousplat Burger Black - 6 Peças - Com Base	Cód. 1567588338	R$ 73,68cada					jogos-americanos			
		Sousplat Por Onde For - 2 Peças - Com Base	Cód. 1567588437	R$ 24,56cada					jogos-americanos			
		Sousplat Festa Junina - 1 Peça - Sem Base	Cód. 1567588443	R$ 7,83cada					jogos-americanos			
		Sousplat Hot Dog Black - 4 Peças - Com Base	Cód. 1567588317	R$ 49,12cada					jogos-americanos			
		Sousplat Festa Junina - 2 Peças - Com Base	Cód. 1567588453	R$ 24,56cada					jogos-americanos			
		Sousplat Hot Dog Black - 2 Peças - Sem Base	Cód. 1567588328	R$ 15,66cada					jogos-americanos			
		Sousplat Burger Black - 12 Peças - Com Base	Cód. 1567588345	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Hot Dog Black - 6 Peças - Sem Base	Cód. 1567588322	(0)					jogos-americanos		R$ 46,98cada	
		Sousplat Burger Black - 8 Peças - Com Base	Cód. 1567588315	(0)					jogos-americanos		R$ 98,24cada	
		Sousplat Borboleta Azul/preto - 6 Peças - Sem Base	Cód. 1567588321	(0)					jogos-americanos		R$ 46,98cada	
		Sousplat Borboleta Azul/preto - 8 Peças - Com Base	Cód. 1567588326	(0)					jogos-americanos		R$ 98,24cada	
		Sousplat Burger Black - 2 Peças - Sem Base	Cód. 1567588336	(0)					jogos-americanos		R$ 15,66cada	
		Sousplat Hot Dog Black - 2 Peças - Com Base	Cód. 1567588343	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Borboleta Azul/preto - 8 Peças - Sem Base	Cód. 1567588341	(0)					jogos-americanos		R$ 62,64cada	
		Sousplat Por Onde For - 8 Peças - Sem Base	Cód. 1567588435	(0)					jogos-americanos		R$ 62,64cada	
		Sousplat Borboleta Azul/preto - 2 Peças - Com Base	Cód. 1567588330	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Hot Dog Black - 8 Peças - Com Base	Cód. 1567588337	(0)					jogos-americanos		R$ 98,24cada	
		Sousplat Burger Black - 2 Peças - Com Base	Cód. 1567588335	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Borboleta Azul/preto - 6 Peças - Com Base	Cód. 1567588318	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Borboleta Azul/preto - 1 Peça - Sem Base	Cód. 1567588325	(0)					jogos-americanos		R$ 7,83cada	
		Sousplat Burger Black - 1 Peça - Sem Base	Cód. 1567588334	(0)					jogos-americanos		R$ 7,83cada	
		Sousplat Hot Dog Black - 6 Peças - Com Base	Cód. 1567588320	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Burger Black - 4 Peças - Sem Base	Cód. 1567588342	(0)					jogos-americanos		R$ 31,32cada	
		Sousplat Hot Dog Black - 12 Peças - Com Base	Cód. 1567588347	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Festa Junina - 8 Peças - Com Base	Cód. 1567588444	(0)					jogos-americanos		R$ 98,24cada	
		Sousplat Hot Dog Black - 8 Peças - Sem Base	Cód. 1567588333	(0)					jogos-americanos		R$ 62,64cada	
		Sousplat Por Onde For - 8 Peças - Com Base	Cód. 1567588442	(0)					jogos-americanos		R$ 98,24cada	
		Sousplat Burger Black	Cód. 1567588339	(0)					jogos-americanos		R$ 12,28cada	
		Sousplat Por Onde For - 4 Peças - Com Base	Cód. 1567588440	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Borboleta Azul/preto - 12 Peças - Sem Base	Cód. 1567588313	(0)					jogos-americanos		R$ 93,96cada	
		Sousplat Por Onde For - 2 Peças - Sem Base	Cód. 1567588446	(0)					jogos-americanos		R$ 15,66cada	
		Sousplat Festa Junina - 2 Peças - Sem Base	Cód. 1567588450	(0)					jogos-americanos		R$ 15,66cada	
		Sousplat Festa Junina - 12 Peças - Sem Base	Cód. 1567588449	(0)					jogos-americanos		R$ 93,96cada	
		Sousplat Festa Junina - 4 Peças - Com Base	Cód. 1567588451	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Festa Junina - 6 Peças - Com Base	Cód. 1567588439	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Good Vibes - 12 Peças - Com Base	Cód. 1567556981	(0)					jogos-americanos		R$ 147,36cada	
